00:14:30:00,00:14:33:18,"उस कमरे में दीवार पर ""आज नहीं, फिर कभी।"" का नोट लिखा है। दोनों समझ जाते हैं कि उन्हें गुमराह करके ग़लत जगह भेजा गया है।"
00:14:34:19,00:14:37:22,गगन होटल से बाहर निकलने का दरवाज़ा खोलता है। विजय और गगन बाहर आ जाते हैं।
00:14:53:00,00:14:54:02,गगन वहाँ से चला जाता है।
00:14:59:21,00:15:01:13,विजय किसी को फ़ोन लगाता है।
00:15:05:05,00:15:06:11,दूसरी तरफ़ से वीरेंद्र जवाब देता है।
00:15:13:12,00:15:14:19,विजय फ़ोन कट कर देता है।
00:15:18:18,00:15:21:10,सीन संसद भवन के बाहर शिफ्ट होता है। सरस्वती वहाँ अपने साथियों के साथ खड़ी है। वीरेंद्र वहाँ अपने समर्थकों के साथ आते हैं।
00:15:33:19,00:15:35:23,एक महिला पत्रकार वहाँ रिपोर्टिंग कर रही है।
00:15:42:24,00:15:44:11,सीन वसीम की हवेली पर शिफ्ट होता है। वसीम चिंतित वहाँ आँगन में बैठा है। उसको एक आदमी एक फ़ोन लाकर देता है।
00:15:47:17,00:15:49:03,वसीम फ़ोन का जवाब देता है।
00:16:06:04,00:16:08:09,सीन संसद भवन के बाहर शिफ्ट होता है। बहुत से लोग वीरेंद्र का जयकारा कर रहे हैं।
00:16:11:16,00:16:13:00,वीरेंद्र के इशारे पर सब चुप हो जाते हैं।
00:16:37:19,00:16:39:19,सभी लोग फिर से वीरेंद्र का जयकारा करने लगते हैं।
00:16:44:02,00:16:45:16,वीरेंद्र वहाँ से चलते हुए एक एकांत जगह पर जाता है। वहाँ विजय खड़ा हुआ है।
00:17:20:10,00:17:22:15,वीरेंद्र और विजय एक-दूसरे को देखते हैं।
00:17:24:22,00:17:27:03,"सीन एक बिलडिंग के बाहर शिफ्ट होता है। गगन बाहर खड़ा है, तभी वहाँ राव्या आती है और गगन पर बंदूक पर तान देती है।"
00:17:29:16,00:17:31:09,गगन राव्या से बंदूक छीन लेता है।
00:17:46:06,00:17:47:14,राव्या गगन की शर्ट पकड़ लेती है।
00:18:59:08,00:19:01:04,गगन राव्या को गले लगा लेता है।
00:19:03:07,00:19:05:12,सीन एक सुनसान जगह पर पटरी किनारे पर शिफ्ट होता है। दो गुंडे एक आदमी को घसीट के पटरी के पास ले जा रहे हैं।
00:19:07:03,00:19:08:10,सनकी उनके सामने खड़ा है।
00:19:16:07,00:19:18:18,रास्ते में सनकी अपनी जीप खड़ी करके अपने साथियों के साथ खड़ा है। एक कार वहाँ आके रुकती है।
00:19:21:23,00:19:23:16,सनकी अपने साथियों के साथ कार में बैठे एमएलए के पास जाता है।
00:19:49:04,00:19:50:24,सनकी एमएलए को गोली मार देता है।
00:19:52:03,00:19:55:18,"सीन एक सुनसान जगह पर शिफ्ट होता है, जहाँ सनकी नोटों से भरा बैग एक कार की बोनट पे रखता है। बैग खोलकर सनकी नोटों की गड्डी निकालता है।"
00:19:57:08,00:20:02:04,सनकी नोटों की गड्डी दो एमएलए को दिखा के बैग में रख देता है। दोनों एमएलए सनकी को नमस्कार करते हैं।
00:20:04:12,00:20:06:19,सीन एक सुनसान जगह में शिफ्ट होता है। वसीम के गुंडे कुछ लोगों को शराब की बाँट रहे हैं।
00:20:13:19,00:20:15:01,एक गुंडा बक्से से शराब की बोतल निकाल के एक आदमी को देता है।
00:20:20:09,00:20:22:09,सीन एक मस्जिद के बगल के रास्ते पर शिफ्ट होता है। वीरेंद्र अपने समर्थकों के साथ रैली लेकर निकला है।
00:20:28:16,00:20:31:01,वीरेंद्र लोगों को नमस्कार करता है और सबको शांत होने का इशारा करता है।
00:20:52:07,00:20:53:05,वीरेंद्र फिर से इशारा करके सबको शांत करता है।
00:21:14:02,00:21:15:24,वीरेंद्र एक बच्चे को उसकी माँ से ले लेता है।
00:21:17:20,00:21:18:12,वीरेंद्र बच्चे को अपनी गोद में रखता है।
00:21:36:04,00:21:37:20,वीरेंद्र बच्चे को चूमता है।
00:21:39:01,00:21:41:00,वीरेंद्र उस बच्चे को उसकी माँ को लौटा देता है।
00:21:45:16,00:21:47:20,सीन विजय के अड्डे पर शिफ्ट होता है। सनकी सोफे पर बैठा है। बगल में गगन नोट गिन रहा है।
00:22:00:24,00:22:02:13,साथ में सनकी का साला भी बैठा नोट गिन रहा है।
00:22:38:14,00:22:40:06,सनकी का साला नोटों की गड्डियाँ बैग में रखता है।
00:22:44:23,00:22:47:07,सीन किसी कार्यालय की बिलडिंग के बाहर शिफ्ट होता है। एक आदमी अंदर जा रहा है।
00:22:48:16,00:22:50:13,सीढ़ी चढ़ते हुए किसी के पैर दिखाए जाते हैं।
00:22:54:06,00:22:55:23,एक आदमी किसी कार्यालय के अंदर जा रहा है।
00:23:09:12,00:23:11:14,दिखाया जाता है कि वो आदमी विजय है।
00:23:13:24,00:23:16:05,विजय चुनाव आयोग के कार्यालय में है और अपने नामांकन का फॉर्म जमा करता है।
00:23:28:04,00:23:30:08,विजय कार्यालय से बाहर आता है।
00:23:33:24,00:23:36:02,एक महिला किसी से फ़ोन पे बात करते हुए बिलडिंग से बाहर निकल रही है।
00:23:39:22,00:23:42:08,एक पत्रकार को किसी का फ़ोन आता है।
00:23:45:10,00:23:47:16,वीरेंद्र को घर से बाहर आते हुए किसी का फ़ोन आता है।
00:23:49:00,00:23:51:04,वीरेंद्र चौंककर रुक जाता है और अपना चश्मा निकाल लेता है।
00:23:52:18,00:23:55:00,विजय सिंह ज़िला मुख्यालय के बाहर खड़ा है।
00:23:58:22,00:24:01:02,सीन एक महिला न्यूज़ रिपोर्टर की न्यूज़ रूम पर शिफ्ट होता है।
00:24:02:10,00:24:03:24,उस रिपोर्टर की न्यूज़ को हिमांशु और साथी टीवी पर देख रहे हैं।
00:24:16:12,00:24:18:09,टीवी पर सरस्वती की रोली को मरवाने की साज़िश करने वाली रिकॉर्डिंग दिखाई जाती है।
00:24:25:04,00:24:25:19,ये ख़बर कुछ लोग सलून में रेडियो पर सुन रहे हैं।
00:24:28:23,00:24:30:22,ये ख़बर कुछ लोग चाय की दुकान के पास बैठ के रेडियो पर सुन रहे हैं।
00:24:32:13,00:24:34:19,ये विडियो कुछ लोग एक दुकान के पास खड़े टीवी पर सुन रहे हैं।
00:24:49:23,00:24:52:04,वीरेंद्र चिंता में अपने घर के सोफे पर बैठा हुआ है।
00:24:54:16,00:24:56:23,सीन एक कार्यालय के बाहर नाचते हुए लोगों पर शिफ्ट होता है।
00:24:58:01,00:24:59:23,वीरेंद्र ज़िला मुख्यालय से बाहर आता है।
00:25:00:21,00:25:03:09,कुछ लोग वीरेंद्र को फूलों का हार पहनाते हैं।
00:25:07:06,00:25:09:20,वीरेंद्र लोगों के साथ नाचता है।
00:25:10:01,00:25:12:12,तभी विजय अपने समर्थकों के साथ वहाँ आता है।
00:25:14:11,00:25:17:02,वीरेंद्र देखता है कि विजय के आने पर सभी उसका जयकारा करने लगते हैं।
00:25:25:22,00:25:27:18,विजय की इतनी लोकप्रियता देखकर वीरेंद्र क्रोधित हो जाता है।
00:25:38:04,00:25:39:16,एक महिला पत्रकार वहीं पास में रिपोर्टिंग कर रही है।
00:25:41:03,00:25:42:24,सीन संसद भवन के बाहर शिफ्ट होता है। वीरेंद्र और विजय एंट्रेंस की सीढ़ियों पर खड़े हैं। लोग जयकारा कर रहे हैं।
00:26:03:20,00:26:05:16,सीन वीरेंद्र के शपथ समारोह पर शिफ्ट होता है।
00:26:15:22,00:26:17:06,शराब का ग्लास लिए किसी का हाथ दिखाया जाता है जो शपथ समारोह लाइव देख रहा है।
00:26:18:14,00:26:20:11,दिखाया जाता है कि वो सरस्वती है। आँखों में आँसू लिए वो टीवी देख रही है।
00:26:27:11,00:26:29:05,सरस्वती अपनी ग्लास फेंककर सामने रखी घड़ी तोड़ देती है।
00:26:30:15,00:26:32:13,आँखें बंद करके सरस्वती अपने हाथों को सर पर रख लेती है।
00:26:41:01,00:26:43:10,"सीन एक लॉन पर शिफ्ट होता है। हिमांशु कुर्सी में बैठे किसी का इंतज़ार कर रहा है। तभी वहाँ वीरेंद्र आता है, जिसे देखकर हिमांशु खड़ा हो जाता है।"
00:26:46:15,00:26:48:02,वीरेंद्र बैठ जाता है।
00:26:49:10,00:26:50:19,हिमांशु भी बगल में बैठ जाता है।
00:26:56:24,00:26:58:18,वीरेंद्र मुस्कुराने लगता है।
00:27:16:13,00:27:18:02,हिमांशु और वीरेंद्र मुस्कुराने लगते हैं।
00:27:22:21,00:27:24:14,हिमांशु खड़ा हो जाता है।
00:27:30:12,00:27:31:18,वीरेंद्र हिमांशु को नमस्कार करता है।
00:27:35:08,00:27:39:01,हिमांशु वहाँ से निकलकर अपनी कार में बैठते हुए किसी को फ़ोन करता है।
00:27:40:05,00:27:41:20,दूसरी तरफ़ से विजय फ़ोन का जवाब देता है।
00:28:13:14,00:28:16:00,विजय फ़ोन कट कर देता है और कुछ सोचने लगता है।
00:28:16:11,00:28:18:11,सीन एक घर के कमरे पर शिफ्ट होता है। एक वेटर वहाँ शराब लेकर आता है। एक आदमी वहाँ सोफे पर बैठा है।
00:28:22:03,00:28:23:06,वीरेंद्र वहाँ आता है।
00:28:31:20,00:28:32:24,वीरेंद्र मुस्कुराने लगता है।
00:28:33:17,00:28:35:09,वीरेंद्र और वह आदमी ग्लासेज़ टकराकर चीयर्स करते हैं।
00:29:45:18,00:29:46:13,वीरेंद्र हँसने लगता है।
00:29:46:16,00:29:49:00,सीन सीएम निवास के बाहर शिफ्ट होता है। कुछ पुलिस की गाड़ियाँ वहाँ आती है।
00:29:54:03,00:29:55:14,एंट्रेंस पर सरस्वती के पीए को एक पुलिस वाला एक पेपर देता है।
00:29:56:05,00:29:58:03,सभी पुलिस वाले घर के हॉल में आते हैं।
00:30:03:18,00:30:05:08,सामने सोफे पर सरस्वती बैठी हुई है।
00:30:40:23,00:30:43:00,"सीन वीरेंद्र के पिता के कमरे पर शिफ्ट होता है, जो टीवी देख रहे हैं।"
00:30:43:22,00:30:45:12,वीरेंद्र वहाँ आता है।
00:30:48:04,00:30:49:20,वीरेंद्र अपने पिता के बगल में बैठ जाता है।
00:31:00:15,00:31:02:15,वीरेंद्र के पिता उस दिन को याद करते हैं जब सरस्वती ने उन्हें बेइज़्ज़त करके भगाया था।
00:31:36:10,00:31:38:23,वीरेंद्र के पिता बाक़ी बैठे विधायकों के झुके सर देखते हैं।
00:32:32:24,00:32:35:13,सीन पुलिस स्टेशन में शिफ्ट होता है। एक सीनियर अफसर अपने जूनियर्स से बातचीत कर रहा है।
00:33:20:03,00:33:22:03,एक हथियारों के गोदाम में कुछ लोग काम कर रहे हैं।
00:33:23:09,00:33:25:08,तभी वहाँ फायरिंग करते हुए पुलिस वाले अपनी गाड़ियों में आते हैं।
00:33:29:22,00:33:31:24,सीनियर अफसर अपनी जीप से बाहर निकलता है।
00:33:33:24,00:33:35:15,वो सीनियर अफसर एक गुंडे को गोली मार देता है।
00:33:38:04,00:33:39:20,एक गुंडा हाथ ऊपर किये आत्मसमर्पण करने वहाँ आता है।
00:33:43:20,00:33:45:08,सीनियर अफसर उसे भी गोली मार देता है।
00:33:54:09,00:33:56:12,सीन पुलिस स्टेशन के बाहर शिफ्ट होता है। सीनियर अफसर वहाँ पहुँचकर गाड़ी से उतरता है।
00:33:59:13,00:34:01:13,कुछ पत्रकार वहाँ इकट्ठा हैं।
00:34:34:18,00:34:36:24,सीन किसी सुनसान जगह पर शिफ्ट होता है। वहाँ विजय खड़ा है और तभी एक कार वहाँ आती है।
00:34:40:00,00:34:41:14,कार से वीरेंद्र निकलकर आता है।
00:34:45:10,00:34:47:04,विजय वीरेंद्र को देखकर मुस्कुराने लगता है।
00:34:47:20,00:34:49:19,वीरेंद्र भी मुस्कुराते हुए विजय को गले लगा लेता है।
00:35:48:16,00:35:50:16,वीरेंद्र हँसने लगता है।
00:36:10:24,00:36:12:23,वीरेंद्र फिर से विजय को गले लगा लेता है।
00:36:19:22,00:36:21:19,सीन एक नाव पर शिफ्ट होता है। एक आदमी उसके ऊपर खड़ा हुआ है।
00:36:25:24,00:36:28:05,वो आदमी वीरेंद्र है और नाव से आसपास के क्षेत्र को देख रहा है।
00:36:31:15,00:36:33:18,"वीरेंद्र एक इमारत में पहुँचता है, जहाँ कुछ हथियार बंद लोग पहरा दे रहे हैं।"
00:36:36:17,00:36:38:10,वीरेंद्र चलते हुए एक आदमी के पास पहुँचता है।
00:36:42:14,00:36:45:01,वो आदमी पलटता है और दिखाया जाता है कि वो वसीम है।
00:36:53:04,00:36:55:10,वीरेंद्र और वसीम हाथ मिलाते हैं।
00:36:56:14,00:36:58:11,स्क्रीन ब्लैक हो जाती है और एंड क्रेडिट्स रोल होने लगते हैं।
